"Data file recorded 2024/9/27  15:35:13"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Endonasal Branch 7/17/24 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End GP Output init. PA12 PC13
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.333432 
 # Starting print_state thread: at tick 32232598 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1103 time 64.929428 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1104 time 64.962524 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1105 time 64.995628 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1106 time 65.029831 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1107 time 65.075027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1108 time 65.090530 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1109 time 65.129128 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1110 time 65.164429 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1111 time 65.198624 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1112 time 65.229530 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1113 time 65.260529 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1114 time 65.292526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1115 time 65.330025 :
 # cmd=PFRQ1 value=-3000, 
   65.3574,        0,     0,     0, 1140,  1413,  1161,  1119,  1121,  1140,  1169,  1142
 # uart_input_thread count 1116 time 65.360924 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1117 time 65.397331 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1118 time 65.430420 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1119 time 65.462425 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1120 time 65.495529 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1121 time 65.530830 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1122 time 65.562820 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1123 time 65.594826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1124 time 65.629028 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1125 time 65.665428 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1126 time 65.696327 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1127 time 65.728333 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1128 time 65.762527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1129 time 65.830826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1130 time 65.860626 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1131 time 65.898125 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1132 time 65.926826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1133 time 65.964317 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1134 time 65.995224 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1135 time 66.029526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1136 time 66.063721 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1137 time 66.102333 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1138 time 66.129929 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1139 time 66.163033 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1140 time 66.229126 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1141 time 66.263321 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1142 time 66.300827 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1143 time 66.328430 :
 # cmd=PFRQ1 value=-3000, 
   66.3577,        0,     0,     0, 1134,  1211,  1155,  1133,  1131,  1162,  1125,  1131
 # uart_input_thread count 1144 time 66.363724 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1145 time 66.403427 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1146 time 66.428825 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1147 time 66.463020 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1148 time 66.495026 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1149 time 66.528130 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1150 time 66.562332 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1151 time 66.596527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1152 time 66.629623 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1153 time 66.728729 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1154 time 66.761826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1155 time 66.794930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1156 time 66.928131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1157 time 66.961227 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1158 time 66.994324 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1159 time 67.029625 :
 # cmd=PFRQ1 value=-3000, 
   67.3580,        0,     0,     0, 1141,  1109,  1111,  1138,  1136,  1146,  1140,  1141
 # uart_input_thread count 1160 time 67.694130 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1161 time 67.773430 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1162 time 67.791122 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1163 time 67.825432 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1164 time 67.859627 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1165 time 67.954330 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1166 time 67.988632 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1167 time 68.026131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1168 time 68.060333 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1169 time 68.091225 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1170 time 68.126526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1171 time 68.155220 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1172 time 68.188332 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1173 time 68.228027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1174 time 68.262230 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1175 time 68.293129 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1176 time 68.328529 :
 # cmd=PFRQ1 value=-3000, 
   68.3582,        0,     0,     0, 1164,  1111,  1127,  1162,  1120,  1139,  1142,  1150
 # uart_input_thread count 1177 time 68.360519 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1178 time 68.393623 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1179 time 68.427826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1180 time 68.465324 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1181 time 68.492928 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1182 time 68.538124 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1183 time 68.558029 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1184 time 68.593323 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1185 time 68.625328 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1186 time 68.660629 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1187 time 68.692627 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1188 time 68.726830 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1189 time 68.761024 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1190 time 68.800728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1191 time 68.825027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1192 time 68.868019 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1193 time 68.908821 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1194 time 68.925430 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1195 time 68.959625 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1196 time 68.992928 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1197 time 69.039230 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1198 time 69.061325 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1199 time 69.092224 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1200 time 69.129730 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1201 time 69.159531 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1202 time 69.192627 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1203 time 69.236732 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1204 time 69.258827 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1205 time 69.291931 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1206 time 69.327225 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1207 time 69.359230 :
 # cmd=PFRQ1 value=-3000, 
   69.3585,        0,     0,     0, 1188,  1140,  1157,  1165,  1150,  1167,  1145,  1132
 # uart_input_thread count 1208 time 69.392334 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1209 time 69.423248 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1210 time 69.454231 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1211 time 69.487427 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1212 time 69.521629 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1213 time 69.556931 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1214 time 69.586731 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1215 time 69.620926 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1216 time 69.655128 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1217 time 69.689331 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1218 time 69.721329 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1219 time 69.758827 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1220 time 69.791924 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1221 time 69.823929 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1222 time 69.859230 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1223 time 69.892334 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1224 time 69.925537 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1225 time 69.964127 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1226 time 69.992828 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1227 time 70.026131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1228 time 70.060326 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1229 time 70.106644 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1230 time 70.123329 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1231 time 70.158630 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1232 time 70.191727 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1233 time 70.227028 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1234 time 70.260124 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1235 time 70.293228 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1236 time 70.329628 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1237 time 70.358330 :
 # cmd=PFRQ1 value=-3000, 
   70.3609,        0,     0,     0, 1145,  1065,  1084,  1203,  1171,  1165,  1143,  1146
 # uart_input_thread count 1238 time 70.392525 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1239 time 70.424530 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1240 time 70.467529 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1241 time 70.490723 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1242 time 70.525131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1243 time 70.558235 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1244 time 70.592430 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1245 time 70.625526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1246 time 70.660820 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1247 time 70.692825 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1248 time 70.727028 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1249 time 70.827225 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1250 time 70.858131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1251 time 70.892326 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1252 time 70.924332 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1253 time 70.958527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1254 time 70.990524 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1255 time 71.026924 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1256 time 71.058929 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1257 time 71.092026 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1258 time 71.122925 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1259 time 71.157249 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1260 time 71.190430 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1261 time 71.229027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1262 time 71.259926 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1263 time 71.289726 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1264 time 71.324028 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1265 time 71.358231 :
 # cmd=PFRQ1 value=-3000, 
   71.3631,        0,     0,     0, 1083,  1096,  1114,  1139,  1166,  1138,  1133,  1135
 # uart_input_thread count 1266 time 71.391327 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1267 time 71.425529 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1268 time 71.458626 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1269 time 71.489532 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1270 time 71.525932 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1271 time 71.560150 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1272 time 71.590233 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1273 time 71.624428 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1274 time 71.656433 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1275 time 71.693924 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1276 time 71.724823 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1277 time 71.759048 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1278 time 71.790031 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1279 time 71.825348 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1280 time 71.857430 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1281 time 71.889427 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1282 time 71.924728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1283 time 71.955627 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1284 time 71.991127 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1285 time 72.025330 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1286 time 72.056229 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1287 time 72.089325 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1288 time 72.122429 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1289 time 72.156631 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1290 time 72.189720 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1291 time 72.222824 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1292 time 72.257027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1293 time 72.290131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1294 time 72.327629 :
 # cmd=PFRQ1 value=-3000, 
   72.3633,        0,     0,     0, 1035,  1083,  1096,  1097,  1108,  1148,  1141,  1128
 # uart_input_thread count 1295 time 72.366333 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1296 time 72.389526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1297 time 72.428131 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1298 time 72.454620 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1299 time 72.490128 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1300 time 72.522125 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1301 time 72.555229 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1302 time 72.592728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1303 time 72.622528 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1304 time 72.654526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1305 time 72.689827 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1306 time 72.725128 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1307 time 72.754929 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1308 time 72.791328 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1309 time 72.822227 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1310 time 72.868523 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1311 time 72.887321 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1312 time 72.923721 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1313 time 72.955727 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1314 time 72.989929 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1315 time 73.024132 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1316 time 73.055122 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1317 time 73.091522 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1318 time 73.123528 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1319 time 73.158821 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1320 time 73.189728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1321 time 73.223930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1322 time 73.254829 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1323 time 73.290237 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1324 time 73.323326 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1325 time 73.357529 :
 # cmd=PFRQ1 value=-3000, 
   73.3635,        0,     0,     0, 1044,  1084,  1082,  1077,  1128,  1157,  1138,  1137
 # uart_input_thread count 1326 time 73.388428 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1327 time 73.422630 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1328 time 73.461227 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1329 time 73.489922 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1330 time 73.514229 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1331 time 73.555031 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1332 time 73.588326 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1333 time 73.620331 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1334 time 73.654526 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1335 time 73.688728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1336 time 73.823021 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1337 time 73.856125 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1338 time 73.888130 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1339 time 73.921227 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1340 time 73.960930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1341 time 73.999527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1342 time 74.072227 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1343 time 74.130630 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1344 time 74.154930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1345 time 74.190224 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1346 time 74.222229 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1347 time 74.257629 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1348 time 74.288521 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1349 time 74.325027 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1350 time 74.353729 :
 # cmd=PFRQ1 value=-3000, 
   74.3635,        0,     0,     0, 1054,  1099,  1125,  1106,  1118,  1142,  1154,  1118
 # uart_input_thread count 1351 time 74.389023 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1352 time 74.421028 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1353 time 74.455223 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1354 time 74.488327 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1355 time 74.522522 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1356 time 74.554527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1357 time 74.588722 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1358 time 74.620728 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1359 time 74.654930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1360 time 74.688026 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1361 time 74.722221 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1362 time 74.753128 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1363 time 74.788536 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1364 time 74.821625 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1365 time 74.853729 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1366 time 74.886826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1367 time 74.921051 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1368 time 74.957527 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1369 time 74.987343 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1370 time 75.020531 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1371 time 75.054733 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1372 time 75.087830 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1373 time 75.120926 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1374 time 75.152931 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1375 time 75.195930 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1376 time 75.220230 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1377 time 75.253326 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1378 time 75.287529 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1379 time 75.320633 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1380 time 75.354919 :
 # cmd=PFRQ1 value=-3000, 
   75.3636,        0,     0,     0, 1054,  1102,  1092,  1090,  1121,  1129,  1150,  1163
 # uart_input_thread count 1381 time 75.587433 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1382 time 75.621628 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1383 time 75.654724 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1384 time 75.686729 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1385 time 75.719826 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1386 time 75.756226 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1387 time 75.784927 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1388 time 75.852119 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1389 time 75.885223 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1390 time 76.020630 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1391 time 76.054825 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1392 time 76.086830 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1393 time 76.124329 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1394 time 76.154121 :
 # cmd=PFRQ1 value=-3000, 
 # uart_input_thread count 1395 time 76.187225 :
 # cmd=PFRQ1 value=-3000, 
